,明细_数值,图片,文件,审批状态,数据日期,所属部门,oid,明细_检测次数,取数日期,TemplateCodeId,明细_工序位置,填报人,明细_备注,明细_所属项目,完成时间,班次,标题,明细_化验指标,申请日期,TemplateId,明细_计量单位
0,1.7,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
1,1.3,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
2,1.5,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
3,1.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
4,1.1,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
5,1.3,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
6,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
7,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
8,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
9,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
10,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
11,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
12,1.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
13,1.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
14,1.7,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,倒数第二槽PH值,,夜班,化验室填报表单,倒数第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
15,1.3,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
16,1.3,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
17,1.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,搅浸第二槽PH值,,夜班,化验室填报表单,第二槽PH值,2024-05-29 11:50:19,6644541eeb3f0300019793a2,
18,27.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
19,25.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
20,26.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
21,2.16,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1-2号半自磨,谭进,,氧化铜品位,,夜班,化验室填报表单,原矿氧化铜含量,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
22,2.11,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4-5号球磨机,谭进,,氧化铜品位,,夜班,化验室填报表单,原矿氧化铜含量,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
23,2.13,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浮选磨机,谭进,,氧化铜品位,,夜班,化验室填报表单,原矿氧化铜含量,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
24,0.07,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,尾渣含氧化铜,,夜班,化验室填报表单,尾渣含氧化铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
25,0.1,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,尾渣含氧化铜,,夜班,化验室填报表单,尾渣含氧化铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
26,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,尾渣含氧化铜,,夜班,化验室填报表单,尾渣含氧化铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
27,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,尾渣含氧化铜,,夜班,化验室填报表单,尾渣含氧化铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
28,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1＃浓密机,谭进,,1、2、3、6底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
29,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,2＃浓密机,谭进,,1、2、3、6底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
30,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,30米浓密机1,谭进,,尾矿浓密机底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
31,58.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,30米浓密机2,谭进,,尾矿浓密机底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
32,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,3＃浓密机,谭进,,1、2、3、6底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
33,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,4、5号底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
34,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,4、5号底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
35,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,6＃浓密机,谭进,,1、2、3、6底流浓度,,夜班,化验室填报表单,底流浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
36,96.56,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,氧化铜浸出率,,夜班,化验室填报表单,搅浸率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
37,96.04,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,氧化铜浸出率,,夜班,化验室填报表单,搅浸率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
38,96.07,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,氧化铜浸出率,,夜班,化验室填报表单,搅浸率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
39,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,氧化铜浸出率,,夜班,化验室填报表单,搅浸率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
40,0.09,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,矿浆滤渣含钴,,夜班,化验室填报表单,矿浆滤渣含钴,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
41,0.1,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,矿浆滤渣含钴,,夜班,化验室填报表单,矿浆滤渣含钴,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
42,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,矿浆滤渣含钴,,夜班,化验室填报表单,矿浆滤渣含钴,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
43,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,矿浆滤渣含钴,,夜班,化验室填报表单,矿浆滤渣含钴,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
44,0.23,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,矿浆滤渣含铜,,夜班,化验室填报表单,矿浆滤渣含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
45,0.29,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,矿浆滤渣含铜,,夜班,化验室填报表单,矿浆滤渣含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
46,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,矿浆滤渣含铜,,夜班,化验室填报表单,矿浆滤渣含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
47,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,矿浆滤渣含铜,,夜班,化验室填报表单,矿浆滤渣含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
48,0.17,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1-2号半自磨,谭进,,硫化铜品位,,夜班,化验室填报表单,硫化铜品位,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
49,0.25,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4-5号球磨机,谭进,,硫化铜品位,,夜班,化验室填报表单,硫化铜品位,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
50,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浮选磨机,谭进,,硫化铜品位,,夜班,化验室填报表单,硫化铜品位,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
51,98.23,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,硫酸一车间,谭进,,硫酸一车间-硫酸酸浓,,夜班,化验室填报表单,硫酸酸浓,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
52,98.07,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,硫酸二车间,谭进,,硫酸二车间-硫酸酸浓,,夜班,化验室填报表单,硫酸酸浓,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
53,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1号半自磨,谭进,,半自磨矿浓度,,夜班,化验室填报表单,磨矿浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
54,41.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,2号半自磨,谭进,,半自磨矿浓度,,夜班,化验室填报表单,磨矿浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
55,68.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4号球磨机,谭进,,磨矿浓度,,夜班,化验室填报表单,磨矿浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
56,65.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5号球磨机,谭进,,磨矿浓度,,夜班,化验室填报表单,磨矿浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
57,31.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浮选磨机,谭进,,浮选矿浆浓度,,夜班,化验室填报表单,磨矿浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
58,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1号半自磨,谭进,,半自磨矿细度,,夜班,化验室填报表单,磨矿细度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
59,70.07,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,2号半自磨,谭进,,半自磨矿细度,,夜班,化验室填报表单,磨矿细度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
60,78.58,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4号球磨机,谭进,,磨矿细度,,夜班,化验室填报表单,磨矿细度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
61,79.25,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5号球磨机,谭进,,磨矿细度,,夜班,化验室填报表单,磨矿细度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
62,63.25,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浮选磨机,谭进,,浮选磨矿细度,,夜班,化验室填报表单,磨矿细度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
63,93.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
64,94.13,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
65,92.48,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
66,92.48,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
67,89.86,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
68,93.2,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
69,91.56,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取率,,夜班,化验室填报表单,萃取率,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
70,10.39,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1-2号半自磨,谭进,,半自磨矿石配矿水份,,夜班,化验室填报表单,配矿水份,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
71,10.78,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4-5号球磨机,谭进,,球磨矿石配矿水份,,夜班,化验室填报表单,配矿水份,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
72,10.71,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第一次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浮选磨机,谭进,,磨浮矿石配矿水份,,夜班,化验室填报表单,配矿水份,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
73,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密11米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
74,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密6米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
75,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,浓密8米搅拌罐,谭进,,浸出矿浆浓度,,夜班,化验室填报表单,倒数第二槽浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,%
