,明细_数值,图片,文件,审批状态,数据日期,所属部门,oid,明细_检测次数,取数日期,TemplateCodeId,明细_工序位置,填报人,明细_备注,明细_所属项目,完成时间,班次,标题,明细_化验指标,申请日期,TemplateId,明细_计量单位
226,59.37,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
227,60.89,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
228,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
229,6.45,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,7期回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
230,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
231,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
232,7.12,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
233,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
234,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
235,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,尾矿车间,谭进,,尾矿回水料液含铜,,夜班,化验室填报表单,尾矿回水含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
236,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,"溢流含铜浓度(4,5,10)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
237,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,11＃浓密机,谭进,,溢流含铜浓度(11),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
238,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,12＃浓密机,谭进,,溢流含铜浓度(12),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
239,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,13＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
240,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,14＃浓密机,谭进,,溢流含铜浓度(14),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
241,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,15＃浓密机,谭进,,溢流含铜浓度(15),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
242,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,16＃浓密机,谭进,,溢流含铜浓度(16),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
243,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,17＃浓密机,谭进,,溢流含铜浓度(17),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
244,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,18＃浓密机,谭进,,溢流含铜浓度(18),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
245,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,1＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
246,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,2＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
247,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,3＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
248,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,"溢流含铜浓度(4,5,10)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
249,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,"溢流含铜浓度(4,5,10)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
250,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,6＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
251,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,"溢流含铜浓度(7,9)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
252,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,8＃浓密机,谭进,,"溢流含铜浓度(1，2，3，6，8,13)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
253,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,9＃浓密机,谭进,,"溢流含铜浓度(7,9)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
254,56.91,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期电解,谭进,,一期电解-电富液含铜,,夜班,化验室填报表单,电富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
255,56.91,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期电解,谭进,,三期电解-电富液含铜,,夜班,化验室填报表单,电富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
256,58.55,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期电解,谭进,,二期电解-电富液含铜,,夜班,化验室填报表单,电富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
257,47.77,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期电解,谭进,,五期电解-电富液含铜,,夜班,化验室填报表单,电富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
258,47.77,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期电解,谭进,,四期电解-电富液含铜,,夜班,化验室填报表单,电富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
259,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期电解,谭进,,一期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
260,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期电解,谭进,,三期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
261,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期电解,谭进,,二期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
262,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期电解,谭进,,五期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
263,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期电解,谭进,,四期电解尾液含酸浓度,,夜班,化验室填报表单,电尾液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
264,51.52,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期电解,谭进,,一期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
265,54.8,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期电解,谭进,,三期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
266,54.1,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期电解,谭进,,二期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
267,44.73,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期电解,谭进,,五期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
268,44.26,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期电解,谭进,,四期电解尾液含CU浓度,,夜班,化验室填报表单,电尾液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
269,9.22,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
270,5.25,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
271,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
272,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,矿浆滤液含酸,,夜班,化验室填报表单,矿浆滤液含酸,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
273,2.03,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
274,0.41,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,4＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
275,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,5＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
276,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,7＃浓密机,谭进,,进入尾矿坝料液含铜,,夜班,化验室填报表单,矿浆滤液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
277,0.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
278,0.4,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
279,0.61,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
280,0.63,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
281,0.69,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
282,0.42,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
283,0.67,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第三次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃余液,,夜班,化验室填报表单,萃余液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
284,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,一期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
285,51.8,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,七期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
286,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,三期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
287,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,二期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
288,62.76,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,五期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
289,59.81,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,六期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
290,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,四期萃取-反萃富液含铜,,夜班,化验室填报表单,反萃富液含铜,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
291,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,一期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
292,6.39,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,七期萃取,谭进,,7期回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
293,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,三期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
294,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,二期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
295,7.07,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,五期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
296,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,六期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
297,7.65,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,四期萃取,谭进,,回厂料液含铜,,夜班,化验室填报表单,含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
298,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,尾矿车间,谭进,,尾矿回水料液含铜,,夜班,化验室填报表单,尾矿回水含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
299,4.58,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,10＃浓密机,谭进,,"溢流含铜浓度(4,5,10)",,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
300,0.0,,,结束,2024-04-02 00:00:00,财务管理部,63e0581be4b02e6e0f71ab66,第二次,2024-04-02,58417862c1d0470b813ae84d199c90f9,11＃浓密机,谭进,,溢流含铜浓度(11),,夜班,化验室填报表单,溢流含铜浓度,2024-05-29 11:50:19,6644541eeb3f0300019793a2,g/L
